relation	pattern
predecessor	entered as;
predecessor	entered [[num]];
predecessor	[[adj]] entered;
predecessor	first entered as;
predecessor	also entered with;
predecessor	before entered;
predecessor	[[pro]] entered [[det]];
predecessor	entered for;
predecessor	entered where;
predecessor	was entered;
predecessor	also entered as;
predecessor	ordered [[adj]];
predecessor	ordered by;
predecessor	when ordered;
predecessor	[[con]] ordered [[pro]];
predecessor	was ordered;
predecessor	had ordered;
predecessor	been ordered by;
predecessor	is ordered by;
predecessor	was ordered by;
predecessor	[[con]] ordered;
predecessor	ordered [[det]];
predecessor	ordered [[con]];
predecessor	ordered that;
predecessor	ordered [[pro]];
predecessor	ordered [[prp]];
predecessor	then ordered;
predecessor	ordered [[num]];
predecessor	has ordered;
predecessor	ordered to;
predecessor	also ordered;
predecessor	[[con]] ordered that;
predecessor	that ordered;
predecessor	[[adj]] ordered;
predecessor	[[det]] throne from;
predecessor	[[det]] throne [[con]];
predecessor	[[det]] throne to;
predecessor	[[mod]] replace at;
predecessor	to replace;
predecessor	to replace as;
predecessor	to replace with;
predecessor	[[con]] replace;
predecessor	to replace [[pro]];
predecessor	[[mod]] replace [[det]];
predecessor	[[mod]] replace as;
predecessor	to replace [[adj]];
predecessor	to replace [[det]];
predecessor	to replace [[con]];
predecessor	to replace [[prp]];
predecessor	[[mod]] replace;
predecessor	to replace who;
predecessor	[[mod]] replace [[con]];
predecessor	heard [[pro]];
predecessor	first heard about;
predecessor	was heard as;
predecessor	that heard;
predecessor	had heard about;
predecessor	heard from;
predecessor	also heard;
predecessor	heard [[con]];
predecessor	[[con]] heard;
predecessor	first heard of;
predecessor	is heard;
predecessor	be heard;
predecessor	be heard in;
predecessor	was heard by;
predecessor	was heard;
predecessor	first heard;
predecessor	heard of;
predecessor	heard by;
predecessor	heard when;
predecessor	heard [[det]];
predecessor	heard that;
predecessor	[[adj]] heard of;
predecessor	has heard that;
predecessor	heard about;
predecessor	where heard;
predecessor	have heard [[det]];
predecessor	when heard;
predecessor	been heard;
predecessor	had heard;
predecessor	be heard by;
predecessor	had heard from;
predecessor	never heard of;
predecessor	never heard;
predecessor	[[adj]] heard;
predecessor	kept [[adj]];
predecessor	had kept;
predecessor	kept on;
predecessor	kept [[det]];
predecessor	kept [[pro]];
predecessor	[[det]] kept;
predecessor	[[con]] kept;
predecessor	was kept on;
predecessor	was kept out;
predecessor	where kept;
predecessor	kept by;
predecessor	was kept;
predecessor	kept [[prp]];
predecessor	was kept by;
predecessor	was kept [[adj]];
predecessor	kept [[con]];
predecessor	that kept;
predecessor	also wrote at;
predecessor	[[con]] wrote to;
predecessor	wrote by;
predecessor	[[pro]] wrote;
predecessor	wrote [[prp]];
predecessor	wrote from;
predecessor	also wrote with;
predecessor	which wrote;
predecessor	also wrote [[con]];
predecessor	once wrote that;
predecessor	whom wrote;
predecessor	[[adj]] wrote to;
predecessor	[[adj]] wrote;
predecessor	wrote what;
predecessor	later wrote that;
predecessor	also wrote by;
predecessor	wrote of;
predecessor	later wrote of;
predecessor	wrote on;
predecessor	later wrote while;
predecessor	where wrote;
predecessor	that wrote;
predecessor	also wrote of;
predecessor	wrote about;
predecessor	later wrote [[num]];
predecessor	once wrote;
predecessor	as wrote to;
predecessor	wrote that;
predecessor	[[con]] wrote [[det]];
predecessor	also wrote [[det]];
predecessor	which wrote that;
predecessor	wrote is;
predecessor	later wrote to;
predecessor	wrote was;
predecessor	also wrote under;
predecessor	wrote with;
predecessor	wrote under;
predecessor	also wrote [[adj]];
predecessor	as wrote;
predecessor	wrote as;
predecessor	when wrote;
predecessor	wrote [[con]];
predecessor	of wrote;
predecessor	wrote more;
predecessor	wrote [[adj]];
predecessor	also wrote that;
predecessor	later wrote [[adj]];
predecessor	when wrote to;
predecessor	[[con]] wrote for;
predecessor	who wrote;
predecessor	then wrote to;
predecessor	also wrote on;
predecessor	[[det]] wrote;
predecessor	wrote when;
predecessor	with wrote;
predecessor	wrote [[num]];
predecessor	[[num]] wrote;
predecessor	later wrote;
predecessor	which wrote with;
predecessor	also wrote;
predecessor	also wrote about;
predecessor	also wrote to;
predecessor	also wrote [[num]];
predecessor	wrote while;
predecessor	wrote to;
predecessor	wrote s;
predecessor	while wrote;
predecessor	wrote [[pro]];
predecessor	wrote [[det]];
predecessor	[[pro]] wrote to;
predecessor	[[con]] wrote;
predecessor	also wrote as;
predecessor	[[num]] wrote on;
predecessor	been recognized in;
predecessor	was recognized;
predecessor	recognized in;
predecessor	was recognized in;
predecessor	recognized as;
predecessor	be recognized as;
predecessor	[[adj]] recognized by;
predecessor	is recognized [[det]];
predecessor	by killing;
predecessor	[[det]] killing of;
predecessor	from killing;
predecessor	[[adj]] killing;
predecessor	after killing;
predecessor	killing [[con]];
predecessor	killing of;
predecessor	of killing;
predecessor	in killing;
predecessor	for killing;
predecessor	was formed as [[det]] merger of;
predecessor	was formed with [[det]] merger of;
predecessor	was formed through [[det]] merger of;
predecessor	is formed by merger of;
predecessor	was formed by [[det]] merger of;
predecessor	is formed by [[det]] merger of;
predecessor	been formed with [[det]] merger of;
predecessor	was formed from [[det]] merger of;
predecessor	stands up;
predecessor	stands [[con]];
predecessor	stands at;
predecessor	stands in;
predecessor	[[con]] stands;
predecessor	stands with;
predecessor	stands to;
predecessor	was introduced as [[det]] replacement for;
predecessor	[[det]] son younger brother of;
predecessor	[[det]] son [[con]] [[det]] younger brother of;
predecessor	s younger brother [[con]] son;
predecessor	[[det]] younger brother [[con]] [[det]] father of;
predecessor	[[det]] son [[det]] younger brother [[con]] [[det]] father of;
predecessor	[[adj]] son [[con]] younger brother of;
predecessor	[[det]] younger brother [[con]] son of;
predecessor	[[det]] younger brother [[det]] son [[det]] widower [[det]] father of;
predecessor	[[det]] son [[det]] younger brother of;
predecessor	[[det]] younger brother [[con]] [[det]] son of;
predecessor	[[det]] son brother [[con]] father of;
predecessor	[[adj]] son [[con]] [[det]] younger brother of;
predecessor	[[det]] son [[con]] younger brother of;
predecessor	[[det]] throne;
predecessor	[[det]] throne as;
predecessor	died [[con]] was succeeded by;
predecessor	died [[num]] succeeded [[con]];
predecessor	becomes convinced that;
predecessor	convinced [[det]];
predecessor	convinced that;
predecessor	convinced by;
predecessor	who convinced;
predecessor	was convinced;
predecessor	was convinced that;
predecessor	had convinced;
predecessor	was convinced by;
predecessor	convinced [[prp]];
predecessor	was convinced to;
predecessor	[[con]] convinced;
predecessor	is convinced that;
predecessor	convinced [[pro]];
predecessor	[[det]] son [[con]] grandson of;
predecessor	[[det]] grandson son of;
predecessor	[[det]] grandson [[con]] [[det]] son of;
predecessor	[[det]] son [[con]] [[det]] grandson [[con]];
predecessor	[[adj]] son [[con]] [[det]] grandson of;
predecessor	was son [[con]] grandson of;
predecessor	[[det]] grandson [[con]] son of;
predecessor	[[det]] son grandson of;
predecessor	[[det]] son [[con]] [[det]] grandson of;
predecessor	[[det]] son [[con]] [[det]] grandson;
predecessor	[[det]] grandson [[det]] son of;
predecessor	[[adj]] son [[con]] grandson of;
predecessor	s son grandson;
predecessor	[[det]] son [[con]] [[adj]] grandson of;
predecessor	s son [[con]] grandson;
predecessor	[[det]] son who [[det]] grandson of;
predecessor	[[det]] grandson [[adj]] son of;
predecessor	[[det]] son [[con]] grandson [[con]];
predecessor	[[det]] son [[det]] grandson of;
predecessor	[[adj]] version;
predecessor	version is;
predecessor	version of;
predecessor	version [[num]];
predecessor	[[adj]] version [[det]];
predecessor	version in;
predecessor	version [[det]];
predecessor	[[adj]] version of;
predecessor	was granted [[det]] title;
predecessor	granted [[pro]] [[det]] title of;
predecessor	granted [[det]] title;
predecessor	was granted [[det]] title of;
predecessor	granted [[det]] title of;
predecessor	also lost;
predecessor	then lost;
predecessor	[[adj]] lost;
predecessor	lost [[pro]];
predecessor	[[con]] lost;
predecessor	lost out;
predecessor	after lost;
predecessor	lost again;
predecessor	lost as;
predecessor	later lost to;
predecessor	lost [[det]];
predecessor	lost to;
predecessor	if lost;
predecessor	had lost;
predecessor	was lost;
predecessor	has lost to;
predecessor	again lost to;
predecessor	[[con]] lost with;
predecessor	also lost with;
predecessor	had lost to;
predecessor	also lost to;
predecessor	had lost [[det]];
predecessor	lost [[prp]];
predecessor	lost after;
predecessor	[[con]] lost [[num]];
predecessor	while lost;
predecessor	lost when;
predecessor	[[con]] lost to;
predecessor	lost [[con]];
predecessor	[[con]] lost [[det]];
predecessor	that lost;
predecessor	has lost;
predecessor	who lost to;
predecessor	lost by;
predecessor	lost most;
predecessor	then lost to;
predecessor	[[adj]] lost to;
predecessor	[[num]] lost;
predecessor	lost against;
predecessor	when lost to;
predecessor	lost [[adj]];
predecessor	[[con]] lost [[prp]];
predecessor	[[con]] lost out;
predecessor	lost with;
predecessor	where lost to;
predecessor	when lost;
predecessor	lost much;
predecessor	which lost to;
predecessor	where lost;
predecessor	however lost to;
predecessor	[[adj]] model [[det]];
predecessor	[[det]] model of;
predecessor	[[adj]] model;
predecessor	younger son of;
predecessor	younger son was;
predecessor	[[det]] younger son of;
predecessor	[[det]] younger son [[num]];
predecessor	s younger son;
predecessor	[[prp]] younger son;
predecessor	s younger son [[det]];
predecessor	[[det]] younger son;
predecessor	[[det]] younger son [[con]];
predecessor	mother [[adj]];
predecessor	s mother [[det]];
predecessor	mother [[con]];
predecessor	[[con]] mother of;
predecessor	[[con]] mother;
predecessor	with mother;
predecessor	[[adj]] mother to;
predecessor	mother of;
predecessor	[[pro]] mother;
predecessor	[[prp]] mother [[con]];
predecessor	was mother;
predecessor	s mother who;
predecessor	of mother;
predecessor	[[adj]] mother;
predecessor	s mother that;
predecessor	[[det]] mother;
predecessor	[[det]] mother [[con]];
predecessor	[[adj]] mother [[con]];
predecessor	s mother [[con]];
predecessor	mother to;
predecessor	whose mother was;
predecessor	[[det]] mother from;
predecessor	s mother of;
predecessor	is mother;
predecessor	to mother;
predecessor	[[prp]] mother;
predecessor	that mother;
predecessor	[[det]] mother of;
predecessor	[[prp]] mother s;
predecessor	s mother;
predecessor	[[det]] mother [[det]];
predecessor	was mother of;
predecessor	is mother of;
predecessor	mother was;
predecessor	mother [[det]];
predecessor	[[adj]] mother of;
predecessor	was mother to;
predecessor	commissioned as;
predecessor	then commissioned;
predecessor	was commissioned for;
predecessor	commissioned [[det]];
predecessor	also commissioned to;
predecessor	commissioned [[con]];
predecessor	was commissioned by;
predecessor	commissioned from;
predecessor	had commissioned;
predecessor	also commissioned;
predecessor	commissioned by;
predecessor	were commissioned by;
predecessor	commissioned [[adj]];
predecessor	also commissioned by;
predecessor	[[con]] commissioned;
predecessor	was commissioned;
predecessor	commissioned [[num]];
predecessor	commissioned to;
predecessor	that marry;
predecessor	[[mod]] marry [[prp]];
predecessor	to marry;
predecessor	to marry [[con]];
predecessor	[[mod]] marry [[adj]];
predecessor	not marry;
predecessor	to marry [[det]];
predecessor	to marry [[adj]];
predecessor	[[con]] marry;
predecessor	to marry [[pro]];
predecessor	[[mod]] marry;
predecessor	[[mod]] marry [[det]];
predecessor	s wife as;
predecessor	[[prp]] wife had;
predecessor	[[prp]] wife as;
predecessor	[[adj]] wife;
predecessor	wife in;
predecessor	as wife;
predecessor	[[adj]] wife [[adj]];
predecessor	[[det]] wife to;
predecessor	wife to;
predecessor	wife was;
predecessor	s wife [[adj]];
predecessor	s wife;
predecessor	of wife;
predecessor	wife [[adj]];
predecessor	s wife [[con]];
predecessor	[[adj]] wife [[num]];
predecessor	s wife who;
predecessor	[[pro]] wife;
predecessor	was wife;
predecessor	by wife;
predecessor	[[adj]] wife [[con]];
predecessor	[[prp]] wife;
predecessor	s wife in;
predecessor	with wife;
predecessor	s wife of;
predecessor	wife [[con]];
predecessor	to wife;
predecessor	was wife of;
predecessor	[[adj]] wife of;
predecessor	[[prp]] wife [[num]];
predecessor	[[con]] wife;
predecessor	[[adj]] wife to;
predecessor	wife of;
predecessor	[[adj]] wife in;
predecessor	[[det]] wife [[con]];
predecessor	wife who;
predecessor	s wife [[det]];
predecessor	s wife with;
predecessor	[[det]] wife;
predecessor	[[adj]] wife [[pro]];
predecessor	[[det]] wife of;
predecessor	[[adj]] wife [[det]];
predecessor	[[con]] wife of;
predecessor	is wife;
predecessor	[[prp]] wife [[con]];
predecessor	met;
predecessor	worked as [[det]] assistant to [[det]] winter [[con]];
predecessor	[[det]] prince;
predecessor	prince of;
predecessor	[[det]] prince of;
predecessor	[[adj]] prince of;
predecessor	[[det]] prince [[con]];
training	then studied [[det]];
training	then studied [[con]];
training	studied then;
training	studied for;
training	also studied at;
training	who studied at;
training	[[det]] studied;
training	studied [[con]];
training	studied at;
training	had studied at;
training	then studied at;
training	studied [[det]];
training	[[con]] studied at;
training	[[num]] studied at;
training	[[con]] studied in;
